id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2386289,Sunny Sky Loft in Highlands,184771,Melanie,Denver,West Highland,39.76777,-105.03529,Entire home/apt,130,7,94,2021-06-22,1.12,1,0
2441900,Remodeled Victorian Condo!,12482307,Jeremy,Denver,City Park West,39.74496,-104.96925,Entire home/apt,48,90,3,2014-05-08,0.03,2,224
2466830,HISTORIC COTTAGE IN BONNIE BRAE,6896064,Greg,Denver,Cory - Merrill,39.68889,-104.95642,Entire home/apt,300,29,11,2021-05-23,0.28,1,362
2467260,Parkside 5280,11000035,Ryan,Denver,City Park,39.74241,-104.95097,Entire home/apt,142,1,476,2021-10-14,9.51,1,54
2487185,Beautiful!! Just Minutes from Downtown!  Hot Tub!,4706233,Jeffrey,Denver,Athmar Park,39.70434,-105.0102,Entire home/apt,199,3,16,2021-07-09,0.31,3,206
75065,Bay cottage on Passamaquoddy bay,397069,Bob,NewBrunswick,Saint Andrews,45.13241,-67.04725,Entire home/apt,235,2,29,2019-10-20,1.16,1,107
145013,Lobster Lane Cottage: private beach,642972,Jennifer,NewBrunswick,Dundas,46.32857,-64.52445,Entire home/apt,125,7,8,2020-08-23,0.11,1,362
261800,Furnished Executive Close to City,1373498,Usha,NewBrunswick,City of Saint John,45.27727,-66.0604,Entire home/apt,100,2,46,2019-09-27,1.21,1,352
791070,Private room in a friendly home!,72953,Stephen,NewBrunswick,Sackville,45.894821,-64.376556,Private room,69,1,57,2019-10-10,0.56,1,336
872640,Acadian Isle Retreat - Heron Haven,2189998,Danielle,NewBrunswick,Shippagan,47.86785,-64.52187,Entire home/apt,135,7,3,2015-09-01,0.11,1,355
905910,"2 bedroom bungalow ideal - tv, movie film location",4847531,Forsale,NewBrunswick,Cambridge,45.85825,-66.11696,Entire home/apt,130,7,0,,,1,358
950843,"Centrally located  3 bdrm  home , bkfst items",3032106,Gerry,NewBrunswick,Moncton,46.10555,-64.81432,Entire home/apt,124,4,200,2021-08-15,2.27,2,344
1199731,"Beautiful Victorian Mansion, Superior Suite",6540753,Chipman Hill Suites,NewBrunswick,City of Saint John,45.27233,-66.05694,Private room,180,1,130,2021-09-06,1.69,8,301
1210065,Gagetown Boathouse a waterfront year-round retreat,6608327,Derek,NewBrunswick,Gagetown,45.78008,-66.14374,Entire home/apt,215,2,3,2021-10-16,0.82,2,178
1242493,Parlour Room,6772314,Dwight & Cheryl,NewBrunswick,City of Saint John,45.27358,-66.05307,Private room,125,1,47,2021-09-22,0.62,10,181
1264655,"The Maples, NB Country Farmhouse",6885464,Gary,NewBrunswick,Bright,45.97722,-66.84614,Entire home/apt,139,3,139,2019-10-06,1.81,1,327
1266591,"Beautiful King Suite, Victorian Mansion",6540753,Chipman Hill Suites,NewBrunswick,City of Saint John,45.27406,-66.05772,Private room,188,1,79,2021-09-26,1.49,8,299
1489389,"Midpoint to  Moncton, Saint John or Fredericton",7964165,Sharon,NewBrunswick,Springfield,45.64933,-65.8593,Private room,35,1,66,2018-09-29,1.04,3,349
1806151,"Waterfront cottage, relaxing and fun get away!",4253971,Roxanne,NewBrunswick,Richibucto,46.68234,-64.80627,Entire home/apt,120,2,120,2017-07-24,1.57,1,208
2148508,Near Fundy - Country Guest House,7964165,Sharon,NewBrunswick,Springfield,45.64943,-65.86004,Private room,35,1,136,2021-09-24,1.55,3,349
2535589,Old Launch Ways - Family Cottage,4602006,Alec,NewBrunswick,Kingston,45.44755,-66.00487,Entire home/apt,150,7,44,2019-07-03,0.85,1,89
2550351,Counting sheep guest suites #1 (adult only),12298363,Heather And Joey,NewBrunswick,Hillsborough,45.94133,-64.66544,Entire home/apt,150,2,49,2019-08-12,0.94,3,264
2558458,Music of the Trees - Near the Sea,12963726,Sandra,NewBrunswick,Alnwick,47.1967,-65.14315,Entire home/apt,60,3,59,2016-08-02,0.92,1,333
2664825,Victorian Apartment Close to Uptown,6772314,Dwight & Cheryl,NewBrunswick,City of Saint John,45.27354,-66.05299,Private room,160,1,50,2019-08-09,0.63,10,181
2745462,Oceanfront Cottage - Paradise Point,14045406,Shannon,NewBrunswick,Saint George,45.0635,-66.82176,Entire home/apt,128,2,191,2021-09-17,2.12,1,294
3217193,Harris Hatch - Starfish Suite,16292752,Karen,NewBrunswick,Saint Andrews,45.0754,-67.05535,Entire home/apt,148,2,61,2019-08-28,1.57,2,153
3260745,"Skyline Resort with Pool, Hot Tub & Tiki Hut! Db",16489649,Francis,NewBrunswick,Fredericton,45.93823,-66.64044,Private room,100,1,78,2018-08-30,1.52,2,169
3310272,Pointe-du-Chêne: Parlee Beach Cottage,14467849,Bill & Courtney,NewBrunswick,Shediac,46.23471,-64.51617,Entire home/apt,264,7,38,2021-09-12,0.5,1,351
3324500,Suites @ 157  Sea view,16784473,Ann,NewBrunswick,Wellington,46.47954,-64.69794,Private room,160,5,0,,,2,363
3370306,Red Herring Cottage,17003698,Deborah,NewBrunswick,Grand Manan,44.76104,-66.74383,Entire home/apt,160,5,17,2019-08-03,0.22,1,44
3543178,The NODD-INN - 3/1 Apartment,17836479,Lorrie,NewBrunswick,Saint Andrews,45.0969,-67.07441,Entire home/apt,190,2,46,2021-07-24,0.52,1,60
3562967,Catch the Wind - Bed & Breakfast,17938931,Art,NewBrunswick,Hopewell,45.77091,-64.65566,Private room,110,1,219,2021-08-17,2.93,2,162
3696064,Pumpkin B&B,18825144,Lynda,NewBrunswick,Westmorland,46.04963,-64.08476,Private room,120,1,4,2019-08-17,0.15,3,96
3696105,Pumpkin Inn B&B,18825144,Lynda,NewBrunswick,Westmorland,46.04932,-64.08544,Private room,101,1,33,2017-08-05,0.43,3,365
3697522,The Boathouse on Wegesegum,11880724,Junior,NewBrunswick,Chipman,46.15525,-65.89744,Entire home/apt,89,2,115,2021-09-12,1.83,1,311
3705233,Stargazer Room - An Artist's Garden,18274338,Karin,NewBrunswick,Harvey,45.65058,-64.73643,Private room,125,2,75,2019-09-13,1.43,3,363
3756385,L'Ancrage B&B (3x Lits jumeaux),19228862,L'Ancrage,NewBrunswick,Saint-Louis,46.74195,-64.98076,Private room,120,1,7,2021-08-23,2.5,3,360
4439715,Beach House in the Bluffs,14633675,Terry,NewBrunswick,Shediac,46.23736,-64.50755,Entire home/apt,165,7,0,,,1,56
4484263,Artsy Fantastic Fun Flat!,4679107,Debbie,NewBrunswick,City of Saint John,45.27057,-66.06036,Entire home/apt,150,2,168,2021-09-19,2.1,2,319
4549425,NO CLEANING FEES! Cozy 1 Bed. Basement Apt.,23587432,Julie,NewBrunswick,Moncton,46.06336,-64.71014,Entire home/apt,58,2,177,2018-09-12,2.24,1,297
4881229,Storeytown Cottages - Cottage #1,25111766,Christine & Jeremie,NewBrunswick,Blissfield,46.54993,-66.16803,Entire home/apt,225,2,6,2017-08-29,0.09,4,251
5531947,"location  8 chalets ,1-888-250-7770",26377084,Donald,NewBrunswick,Saint-Quentin,47.58141,-67.38104,Entire home/apt,140,2,5,2021-10-03,0.06,1,365
5586792,Old south home•Vegan• River trails!,28966730,Tanya,NewBrunswick,Fredericton,45.96431,-66.62439,Private room,90,1,41,2016-08-10,0.52,3,359
5755517,5 star 2 story Loft in heart of Moncton,17174254,Samuel,NewBrunswick,Moncton,46.09601,-64.79074,Entire home/apt,100,2,148,2021-01-29,4.07,1,300
5965041,Parlee Beach Cottage,30966363,Nancy,NewBrunswick,Shediac,46.23591,-64.5025,Entire home/apt,200,28,13,2018-12-16,0.25,1,263
5966300,Big Axe B&B - Maple Suite,30970908,Vasyl,NewBrunswick,Southhampton,45.9748,-67.24077,Private room,120,1,96,2019-09-30,1.87,4,364
5979254,Lakefront Cottage for rent (non-smoking),31041844,Stan,NewBrunswick,Wickham,45.78021,-65.97056,Entire home/apt,108,3,29,2018-06-28,0.37,1,112
5997203,Country Home with Splendid View,31136036,Ellie,NewBrunswick,Salisbury,46.04486,-65.15686,Entire home/apt,110,3,6,2016-08-22,0.09,1,211
6031918,"Bramble Cabin, Your off-grid retreat",3137483,Jessica,NewBrunswick,Saint Patrick,45.18502,-66.99258,Entire home/apt,175,2,12,2021-09-05,3.87,1,93
6070850,CARRIAGE Room,6772314,Dwight & Cheryl,NewBrunswick,City of Saint John,45.27358,-66.05307,Private room,125,1,177,2019-09-11,2.36,10,178
6076960,Private ocean-view bedroom,29519527,Carly,NewBrunswick,Grand Manan,44.65031,-66.84735,Private room,57,2,36,2019-06-26,0.47,1,180
6103707,Western Hideout,6772314,Dwight & Cheryl,NewBrunswick,City of Saint John,45.27358,-66.05307,Private room,99,1,96,2019-08-24,1.5,10,181
6276822,Private room in charming house,11820485,Dounia,NewBrunswick,Moncton,46.09771,-64.78947,Private room,50,2,22,2016-09-06,0.28,1,301
6331919,Silver Birch - An Artist's Garden,18274338,Karin,NewBrunswick,Harvey,45.6517,-64.73813,Private room,125,2,41,2019-09-29,1.03,3,363
6332199,Wild Orchid - An Artist's Garden,18274338,Karin,NewBrunswick,Harvey,45.65148,-64.7364,Private room,125,2,28,2019-07-21,0.38,3,363
6531588,"Oceanfront cottage in Grande-Digue, on Cocagne Bay",34161859,Yves,NewBrunswick,Dundas,46.33137,-64.59436,Entire home/apt,85,7,13,2018-10-09,1.12,1,121
6628029,A Gardener's Room,4995430,Dave & Andrée,NewBrunswick,Hillsborough,45.91816,-64.64286,Private room,90,2,216,2019-09-02,2.86,1,362
6634486,Dune Cabin-Acadian Peninsula - Baie des Chaleurs,30404897,Gisele,NewBrunswick,Shippagan,47.9876,-64.53674,Entire home/apt,80,7,35,2015-08-29,0.46,2,152
6835917,Beautiful historic home downtown all to yourself!,17684921,Brian,NewBrunswick,Fredericton,45.95941,-66.64914,Entire home/apt,500,7,77,2020-03-01,1.44,1,362
6953485,Fredericton 5 bedrm sleeps 12 $595.00/nt RiverView,27531003,Shaune,NewBrunswick,Douglas,45.97911,-66.73136,Entire home/apt,595,4,9,2021-08-30,0.12,3,364
7004476,Riverside Retreat in Poley Mountain,36719854,Ken,NewBrunswick,Waterford,45.6819,-65.37001,Entire home/apt,200,4,16,2019-07-02,0.23,1,211
7053089,Private & clean 2 bedroom w/laundry,55189660,Megan,NewBrunswick,Fredericton,45.9522,-66.64448,Entire home/apt,79,1,208,2021-09-04,3.11,3,360
7435061,Riverside Retreat,38947039,Lindsay,NewBrunswick,Kent,46.59442,-67.72127,Entire home/apt,125,1,182,2020-01-29,2.79,1,87
7500113,The Russell's Guest House,39285562,Vaneesa,NewBrunswick,Grand Manan,44.62293,-66.72363,Entire home/apt,175,3,14,2018-08-03,0.22,1,335
7602647,Cozy Private Apartment,37085454,Chris,NewBrunswick,Fredericton,45.95973,-66.72672,Private room,130,14,77,2019-12-25,1.01,1,52
7686907,Relaxing waterfront cottage,40370720,Linda,NewBrunswick,Richibucto,46.59674,-64.9102,Entire home/apt,250,2,1,2018-07-01,0.02,1,131
7712014,BON RAPPORT QUALITÉ PRIX/GOOD VALUE FOR YOUR MONEY,40513600,Patrice,NewBrunswick,Balmoral,47.98341,-66.40657,Entire home/apt,54,1,206,2019-09-03,2.72,1,0
7801139,Nowak's Own B&B,41061514,Markus,NewBrunswick,Shediac,46.21399,-64.5958,Private room,105,1,12,2020-07-12,0.19,1,358
7873201,Pilgrims Rest 2 B&B,41495201,Susan,NewBrunswick,Sussex,45.68753,-65.51257,Private room,76,1,42,2018-07-16,42,2,362
7873235,Pilgrims Rest B&B,41495201,Susan,NewBrunswick,Sussex,45.68504,-65.51369,Private room,76,1,53,2019-08-26,0.93,2,362
8137800,1750 per week,42972017,Ghada Mekary,NewBrunswick,Dundas,46.32972,-64.68327,Entire home/apt,218,7,13,2018-10-07,0.26,1,358
8200198,Old south home• Vegan•Single room,28966730,Tanya,NewBrunswick,Fredericton,45.96445,-66.62423,Private room,75,1,46,2021-09-21,0.74,3,362
8293824,Up River House on the Nashwaak,43730128,Stephany,NewBrunswick,Fredericton,45.99963,-66.57538,Entire home/apt,98,6,5,2021-10-02,0.07,1,358
8336839,The Cottage that Hugs You,42169404,Rod And Victoria,NewBrunswick,Sheffield,45.92656,-66.29617,Entire home/apt,182,2,13,2019-07-18,0.2,1,187
8670729,Lexie's Landing,27150283,Lisa,NewBrunswick,Moncton,46.09895,-64.71844,Private room,60,2,79,2019-08-20,1.24,1,309
8987873,Cottage by the sea / Chalet bord de mer,24129438,Sylvie And Daniel,NewBrunswick,Shippagan,47.7432,-64.76845,Entire home/apt,170,7,14,2021-07-18,0.23,1,76
9031669,Beautiful Renovated Home Fundy Bay,47141908,Susan,NewBrunswick,Saint George,45.05131,-66.87018,Entire home/apt,119,4,60,2018-05-25,1.53,4,294
9101215,One Princess ~ Bachelor Apartment #3,47446936,One Princess,NewBrunswick,City of Saint John,45.27302,-66.06316,Entire home/apt,149,2,122,2019-08-13,1.98,3,178
9307587,Lord Edward Room,6772314,Dwight & Cheryl,NewBrunswick,City of Saint John,45.2735,-66.05298,Private room,95,1,176,2021-10-12,89.49,10,339
9683127,3 BRM Modern Open Concept Duplex with Central A/C,50017803,Dan,NewBrunswick,Moncton,46.09927,-64.7913,Entire home/apt,129,1,76,2019-07-15,1.07,2,112
9859616,Welcome - Fully furnished 2 bedroom apartment,50749214,Crystal,NewBrunswick,Fredericton,45.96597,-66.62407,Entire home/apt,89,2,132,2021-10-02,2.44,1,337
10282546,Cottage on Court St,51689853,Anne,NewBrunswick,Grand Falls Town,47.04515,-67.73971,Entire home/apt,175,1,114,2019-10-07,1.79,2,270
10409845,Cozy bedroom on Washington st.,20990553,Mylène & Dominique,NewBrunswick,Moncton,46.10719,-64.77043,Private room,50,1,162,2019-08-17,2.31,1,57
10549820,Gite - Le Ch'ti Gite Bathurst,3200436,Christophe,NewBrunswick,Beresford,47.76642,-65.7167,Entire home/apt,85,1,56,2020-01-19,0.88,1,301
10607122,Sweet modern bachelor apartment,50511831,Historica,NewBrunswick,City of Saint John,45.27238,-66.06317,Entire home/apt,105,6,120,2019-09-26,1.76,8,47
10846927,Country setting close to downtown living #2,56180210,Cheryl,NewBrunswick,Coverdale,46.06683,-64.74182,Private room,42,1,46,2019-09-17,1.6,1,270
11080838,"Bachelor Suites, Queen Bed",6540753,Chipman Hill Suites,NewBrunswick,City of Saint John,45.27364,-66.06291,Private room,205,1,12,2019-07-01,0.23,8,301
11165175,Grand Lake Private Beachfront,58075626,Corey,NewBrunswick,Waterborough,45.96655,-65.99916,Entire home/apt,150,3,47,2017-06-15,1.17,1,0
11209805,Lightkeeper's Cottage: Bay of Fundy,58382426,Kim,NewBrunswick,Saint Martins,45.35862,-65.53395,Entire home/apt,160,2,140,2021-10-14,2.8,2,109
11268769,Restored Victorian Suite,6540753,Chipman Hill Suites,NewBrunswick,City of Saint John,45.2747,-66.0633,Private room,199,1,28,2019-10-06,1.08,8,301
11268777,Cozy 31ft camper on Atlantic Ocean,58779834,Fannie,NewBrunswick,Beresford,47.85422,-65.76446,Entire home/apt,95,7,79,2019-08-29,1.48,2,0
11448207,Water front summer cottage in Shediac,44180284,Luc,NewBrunswick,Shediac,46.22756,-64.52961,Entire home/apt,170,7,0,,,2,364
11461344,Montague Hall,60278600,Ken & Amanda,NewBrunswick,Saint Andrews,45.07702,-67.05398,Entire home/apt,150,2,6,2018-09-30,0.09,2,320
11610017,A la Belle Etoile,61457598,Stella,NewBrunswick,Grimmer,47.64499,-67.35582,Entire home/apt,75,1,48,2019-07-22,0.76,1,365
11641558,Million Dollar View,61722341,Todd & Jessica,NewBrunswick,Saint David,45.22706,-67.17808,Entire home/apt,195,3,12,2017-12-14,0.3,1,92
11690143,Fully renovated cottage in Shediac,62110021,Isabelle,NewBrunswick,Dundas,46.306,-64.5406,Entire home/apt,210,3,39,2016-07-06,0.61,1,150
11768875,Cottage Chic Annex - Private Downtown Waterfront,10898681,Janis,NewBrunswick,Saint Andrews,45.07393,-67.05364,Entire home/apt,182,2,106,2021-08-25,2.6,2,307
11789043,Beautiful Waterfront Rental,62784260,Danielle,NewBrunswick,Dundas,46.34849,-64.61245,Entire home/apt,175,4,36,2018-05-26,0.69,1,119
11859312,Simplement Chouette! (N.-B.),63213456,Sylvie Et Gordon,NewBrunswick,Colborne,47.96196,-66.16601,Entire home/apt,89,5,92,2018-10-21,1.43,2,107
11885501,"Professional Home, Country Setting",63377885,John,NewBrunswick,Norton,45.56746,-65.80302,Entire home/apt,300,2,20,2018-08-07,0.39,1,186
11887721,Bachelor on a Budget,6540753,Chipman Hill Suites,NewBrunswick,City of Saint John,45.27876,-66.06006,Entire home/apt,165,1,144,2019-09-21,2.24,8,301
11910245,"A.N.D. Ecovillage, we are an off-grid homestead",63538612,Darius,NewBrunswick,Brighton,46.42057,-67.35478,Private room,100,1,1,2021-09-04,0.54,2,178
11928058,Lakeside Retreat 3bdr Private House,45404734,Catherine,NewBrunswick,Saint George,45.18653,-66.77746,Entire home/apt,400,1,64,2021-09-19,1,1,362
11958846,"Skyline Resort - Pool, Hot tub & Tiki Hut! Blue Kg",16489649,Francis,NewBrunswick,Fredericton,45.93816,-66.64009,Private room,110,1,49,2021-09-12,1,2,169
3781,HARBORSIDE-Walk to subway,4804,Frank,Boston,East Boston,42.36413,-71.02991,Entire home/apt,125,32,21,2021-07-25,0.29,1,82
5506,** Private! Minutes to center!**,8229,Terry,Boston,Roxbury,42.32844,-71.09581,Entire home/apt,124,3,109,2021-10-01,0.9,10,51
6695,Home Away from Home! Condo,8229,Terry,Boston,Roxbury,42.32802,-71.09387,Entire home/apt,164,3,116,2021-10-12,1.33,10,47
8789,Curved Glass Studio/1bd facing Park,26988,Anne,Boston,Beacon Hill,42.35867,-71.06307,Entire home/apt,110,91,25,2019-09-30,0.3,6,340
10730,Bright 1bed facing Golden Dome,26988,Anne,Boston,Downtown,42.35906,-71.06271,Entire home/apt,100,91,32,2020-04-16,0.4,6,307
10813,"Back Bay Apt-blocks to subway, Newbury St, The Pru",38997,Michelle,Boston,Back Bay,42.35061,-71.08787,Entire home/apt,116,29,5,2020-12-02,0.16,11,345
10986,North End (Waterfront area)  CLOSE TO MGH & SUBWAY,38997,Michelle,Boston,North End,42.36377,-71.05206,Entire home/apt,106,33,2,2016-05-23,0.03,11,353
13247,Back Bay studio apartment,51637,Susan,Boston,Back Bay,42.35164,-71.08752,Entire home/apt,75,91,0,,,2,0
16384,Small Room in Cambridge Kendall MIT,23078,Eric,Boston,Beacon Hill,42.35956,-71.0698,Private room,50,91,0,,,1,365
18711,The Dorset Redline | 3BR 1BA | Short walk to Redline for Mass General and UMass!,71783,Lance,Boston,Dorchester,42.32212,-71.06096,Entire home/apt,111,30,52,2019-10-05,0.94,28,283
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,Boston,South End,42.34487,-71.07441,Private room,148,29,315,2019-11-04,3.02,4,89
29765,"Luxury suite, Moroccan furnishings",128280,Elizabeth,Boston,Charlestown,42.37754,-71.06642,Entire home/apt,230,2,97,2021-09-27,0.72,1,22
40601,Private room & bath - Jamaica Plain,174986,Robert,Boston,Jamaica Plain,42.31347,-71.11082,Private room,100,10,83,2021-10-10,0.72,1,141
45987,Gorgeous Garden Studio Charlestown,205107,Atef,Boston,Charlestown,42.37424,-71.06081,Entire home/apt,125,29,131,2021-09-06,0.97,1,29
47521,Beautiful big Victorian House/A,119019,Hermina,Boston,Dorchester,42.29871,-71.05954,Private room,55,91,331,2019-04-13,2.46,6,365
60029,Room in geographical heart of Hub,255183,Michelle,Boston,Roxbury,42.32546,-71.08894,Private room,80,7,142,2021-08-28,1.23,5,106
67774,Corner 1 bed facing Golden Dome,26988,Anne,Boston,Downtown,42.35689,-71.06206,Entire home/apt,90,91,46,2021-08-18,0.97,6,208
69369,Entire two-bedroom apartment near Longwood,255183,Michelle,Boston,Roxbury,42.32546,-71.08894,Entire home/apt,100,28,120,2019-11-09,0.97,5,82
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,Boston,Charlestown,42.37865,-71.06373,Private room,140,2,57,2021-10-03,2.35,1,356
77691,Beautiful Victorian House,119019,Hermina,Boston,Dorchester,42.29871,-71.05954,Private room,300,91,282,2019-05-26,2.89,6,139
163941,2 bed Duplex ApT! Location!,8229,Terry,Boston,Roxbury,42.32806,-71.09423,Entire home/apt,218,3,233,2021-10-10,2.33,10,45
179244,Beautiful room with private bath,119019,Hermina,Boston,Dorchester,42.29871,-71.05954,Private room,65,3,93,2018-08-03,0.8,6,321
179245,Room in Beautiful Townhouse /F,119019,Hermina,Boston,Dorchester,42.29871,-71.05954,Private room,65,3,47,2019-05-26,0.41,6,291
182613,Great 2BR in Boston near everything w free parking,875739,Max,Boston,Charlestown,42.37739,-71.06199,Entire home/apt,199,91,108,2021-05-05,1.44,1,0
190170,In-Law Suite w/Room to Spare :-),841314,Fanny & Candice,Boston,Dorchester,42.30953,-71.0706,Entire home/apt,49,7,73,2021-01-16,1.87,1,189
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,Boston,Jamaica Plain,42.31331,-71.12061,Private room,60,30,50,2021-08-14,0.45,1,119
197972,Serene Studio in a Perfect Location,965697,Chris & Kristina,Boston,Jamaica Plain,42.31533,-71.11025,Entire home/apt,140,3,412,2021-10-04,3.72,2,112
205894,Beautiful Victorian House/Room B,119019,Hermina,Boston,Dorchester,42.29871,-71.05954,Private room,60,91,204,2019-05-26,1.75,6,320
210097,Treetop Haven in the City,1035747,Maria Elena,Boston,Jamaica Plain,42.31685,-71.10867,Entire home/apt,102,3,219,2021-09-02,2.41,1,238
220676,Private room off the Freedom Trail.,1144302,Howard,Boston,North End,42.36614,-71.05226,Private room,151,3,258,2021-09-26,2.31,1,24
257588,BOSTON LUXURY FOR LESS!! NEAR BCEC,1355344,Meri,Boston,South Boston,42.33255,-71.04125,Entire home/apt,243,2,370,2021-10-18,3.78,1,214
315982,Beautiful Two BR & Two Bathroom Townhouse,119019,Hermina,Boston,Dorchester,42.29871,-71.05954,Entire home/apt,165,91,114,2019-08-11,1.03,6,320
400067,Private Room in Spacious Apartment1,1997048,ToRena,Boston,Dorchester,42.30066,-71.08207,Private room,60,91,24,2019-08-21,0.24,4,363
447826,"Sweet Little House in JP, Boston",2053557,Hilary,Boston,Jamaica Plain,42.31658,-71.11012,Private room,71,3,331,2021-10-15,3.3,1,213
496022,"Private Floor, Private Bath, City Location",1956464,Maria,Boston,Jamaica Plain,42.31062,-71.1176,Private room,173,91,16,2016-06-26,0.19,1,0
507525,"Great location, sunny 1-bedroom!",2501324,Guy,Boston,Bay Village,42.34914,-71.06781,Entire home/apt,65,180,9,2013-07-01,0.09,1,0
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,Boston,South End,42.34491,-71.07368,Private room,148,29,175,2019-10-31,2.65,4,89
530983,The Grand View Redline | 5BR 2BA | Victorian Home near Boston Medical and Mass General!,71783,Lance,Boston,Dorchester,42.31368,-71.0612,Entire home/apt,179,30,67,2019-10-29,1.06,28,80
533152,The Penthouse w/Central AC | 2BR 1BA w/En-Suite HdTV's! | Short walk to the Redline for UMass and Mass General!,71783,Lance,Boston,Dorchester,42.32212,-71.06096,Entire home/apt,101,30,57,2021-06-27,1.02,28,346
561769,The Sky View w/AC | 3BR 1BA w/En-Suite HdTV's | Short Walk to Redline for Mass General and Boston Medical!,71783,Lance,Boston,Dorchester,42.31371,-71.06126,Entire home/apt,101,30,62,2021-05-16,0.71,28,323
568234,Oasis in Boston's Hippest Neighborhood,2796082,Margaret,Boston,Jamaica Plain,42.3036,-71.10539,Private room,121,1,288,2021-09-28,2.55,2,316
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,Boston,Dorchester,42.28834,-71.05505,Private room,175,3,94,2019-10-27,0.96,1,78
583255,"Boston Beauty, Walk to C and B line",306407,Valery,Boston,Brighton,42.34096,-71.14647,Entire home/apt,149,91,12,2017-07-05,0.11,1,0
601763,"The Alameda 2 w/AC | 2BR 1BA w/En-Suite HdTV's | Short walk to train, shops and near Faulkner!",71783,Lance,Boston,West Roxbury,42.29192,-71.15407,Entire home/apt,103,30,39,2021-08-14,0.75,28,141
611081,Houseboat in Boston Harbor,3029783,Deborah,Boston,Charlestown,42.37579,-71.04981,Entire home/apt,269,2,51,2021-10-03,1.3,3,344
619142,Getaway in Historic Charlestown,501427,Joe,Boston,Charlestown,42.37828,-71.06411,Entire home/apt,175,91,168,2019-10-18,1.93,1,365
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,Boston,South Boston,42.33451,-71.04983,Private room,190,1,7,2017-09-28,0.19,1,154
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,Boston,Charlestown,42.37926,-71.06364,Entire home/apt,200,2,374,2020-01-13,3.43,1,192
743211,Unique Find: At Home in the City!,2796082,Margaret,Boston,Jamaica Plain,42.30702,-71.11283,Entire home/apt,571,29,70,2020-10-05,0.93,2,326
743759,AVAILABLE NOW: Private room & shared bath,7969,Carolyn,Boston,Roslindale,42.29239,-71.13193,Private room,25,91,5,2019-09-30,0.05,2,353
750438,"Private room, 7 min to subway, verdant & peaceful",3945438,Lisa,Boston,Jamaica Plain,42.30733,-71.11129,Private room,70,2,211,2021-10-14,2.31,1,17
753446,6 miles away from downtown Boston!,3962517,Sami,Boston,Roslindale,42.28573,-71.12334,Private room,55,91,142,2019-07-27,1.92,1,365
766700,"Little Italy, Historic, Freedom Trail, TD Garden",3637081,Jason Or Jose,Boston,North End,42.3657,-71.05618,Entire home/apt,240,1,531,2021-10-15,5.22,8,65
801680,*Cool Space* BOSTONS BEST!!* Minutes to Center*,8229,Terry,Boston,Roxbury,42.32795,-71.09412,Entire home/apt,177,3,57,2020-03-30,0.53,10,46
815639,"Little Italy, Historic, Freedom Trail, TD Garden",3637081,Jason Or Jose,Boston,North End,42.36695,-71.05601,Entire home/apt,217,1,627,2021-10-17,6.6,8,60
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,Boston,Downtown,42.3558,-71.06104,Entire home/apt,425,6,78,2020-03-03,1.06,2,15
826706,Private Room in Spacious Apartment3,1997048,ToRena,Boston,Dorchester,42.29962,-71.08212,Private room,79,91,7,2015-09-02,0.08,4,364
839265,Private Room in Spacious Apartment2,1997048,ToRena,Boston,Dorchester,42.29961,-71.07781,Private room,61,91,26,2019-09-30,0.25,4,363
863788,"Roof deck-city views. Walk everywhere! 2BR, 2 bath",775932,Andy & Daljit,Boston,South End,42.3451,-71.0715,Entire home/apt,425,3,12,2021-10-12,0.12,1,3
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,Boston,North End,42.3665,-71.05296,Entire home/apt,125,2,474,2021-10-14,4.73,1,99
894539,Private room in house,4762495,Jennifer,Boston,Roslindale,42.29017,-71.13169,Private room,90,30,62,2021-07-20,0.95,1,292
916123,"Little Italy Historic, Freedom Trail, TD Garden",3637081,Jason Or Jose,Boston,North End,42.36541,-71.05404,Entire home/apt,233,1,619,2021-10-18,6.19,8,61
